HomeTeam,AwayTeam,Year,HomeGoals,AwayGoals,TotalGoals
Kosovo,Denmark,2019,2,2,4
Kuwait,Nepal,2019,0,0,0
Mauritius,New Caledonia,2019,3,1,4
United Arab Emirates,Saudi Arabia,2019,2,1,3
USA,Ecuador,2019,1,0,1
Northern Ireland,Estonia,2019,2,0,2
Netherlands,Belarus,2019,4,0,4
Croatia,Azerbaijan,2019,2,1,3
Slovakia,Hungary,2019,2,0,2
Austria,Poland,2019,0,1,1
North Macedonia,Latvia,2019,3,1,4
Israel,Slovenia,2019,1,1,2
Cyprus,San Marino,2019,5,0,5
Belgium,Russia,2019,3,1,4
Kazakhstan,Scotland,2019,3,0,3
British Virgin Islands,Turks and Caicos Islands,2019,2,2,4
Argentina,Venezuela,2019,1,3,4
Guatemala,Costa Rica,2019,1,0,1
Japan,Colombia,2019,0,1,1
Korea Republic,Bolivia,2019,1,0,1
Mexico,Chile,2019,3,1,4
Peru,Paraguay,2019,1,0,1
Bulgaria,Montenegro,2019,1,1,2
England,Czech Republic,2019,5,0,5
Portugal,Ukraine,2019,0,0,0
Luxembourg,Lithuania,2019,2,1,3
Albania,Turkey,2019,0,2,2
Andorra,Iceland,2019,0,2,2
Moldova,France,2019,1,4,5
Botswana,Angola,2019,0,1,1
Anguilla,US Virgin Islands,2019,0,3,3
Cayman Islands,Montserrat,2019,1,2,3
St. Lucia,Aruba,2019,3,2,5
Brazil,Panama,2019,1,1,2
Malaysia,Afghanistan,2019,2,1,3
Oman,Singapore,2019,1,1,2
Georgia,Switzerland,2019,0,2,2
Gibraltar,Republic of Ireland,2019,0,1,1
Malta,Faroe Islands,2019,2,1,3
Sweden,Romania,2019,2,1,3
Spain,Norway,2019,2,1,3
Bosnia and Herzegovina,Armenia,2019,2,1,3
Italy,Finland,2019,2,0,2
Liechtenstein,Greece,2019,0,2,2
Senegal,Madagascar,2019,2,0,2
Cameroon,Comoros,2019,3,0,3
Mali,South Sudan,2019,3,0,3
Ghana,Kenya,2019,1,0,1
Niger,Egypt,2019,1,1,2
Zambia,Namibia,2019,4,1,5
Dominica,Bahamas,2019,4,0,4
Antigua and Barbuda,Curaçao,2019,2,1,3
Guyana,Belize,2019,2,1,3
Suriname,St. Kitts and Nevis,2019,2,0,2
Chinese Taipei,Solomon Islands,2019,0,1,1
Fiji,Mauritius,2019,1,0,1
Northern Ireland,Belarus,2019,2,1,3
Netherlands,Germany,2019,2,3,5
Wales,Slovakia,2019,1,0,1
Hungary,Croatia,2019,2,1,3
Israel,Austria,2019,4,2,6
Poland,Latvia,2019,2,0,2
Slovenia,North Macedonia,2019,1,1,2
San Marino,Scotland,2019,0,2,2
Kazakhstan,Russia,2019,0,4,4
Cyprus,Belgium,2019,0,2,2
Benin,Togo,2019,2,1,3
Libya,South Africa,2019,1,2,3
Zimbabwe,Congo,2019,2,0,2
Central African Republic,Guinea,2019,0,0,0
Tanzania,Uganda,2019,3,0,3
Puerto Rico,Grenada,2019,0,2,2
Dominican Republic,Bermuda,2019,1,3,4
Haiti,Cuba,2019,2,1,3
Barbados,Nicaragua,2019,0,1,1
El Salvador,Jamaica,2019,2,0,2
Azerbaijan,Lithuania,2019,0,0,0
Kuwait,Nepal,2019,1,0,1
Myanmar,Indonesia,2019,0,2,2
Saudi Arabia,Equatorial Guinea,2019,3,2,5
Kosovo,Bulgaria,2019,1,1,2
Montenegro,England,2019,1,5,6
Portugal,Serbia,2019,1,1,2
Luxembourg,Ukraine,2019,1,2,3
Turkey,Moldova,2019,4,0,4
Andorra,Albania,2019,0,3,3
France,Iceland,2019,4,0,4
Algeria,Tunisia,2019,1,0,1
Costa Rica,Jamaica,2019,1,0,1
Czech Republic,Brazil,2019,1,3,4
Ghana,Mauritania,2019,3,1,4
Gibraltar,Estonia,2019,0,1,1
Honduras,Ecuador,2019,0,0,0
Côte d'Ivoire,Liberia,2019,1,0,1
Japan,Bolivia,2019,0,1,1
Korea Republic,Colombia,2019,2,1,3
Morocco,Argentina,2019,0,1,1
Nicaragua,Guatemala,2019,0,1,1
Nigeria,Egypt,2019,1,0,1
Paraguay,Mexico,2019,2,4,6
Peru,El Salvador,2019,0,2,2
Senegal,Mali,2019,2,1,3
United Arab Emirates,Syria,2019,0,0,0
USA,Chile,2019,1,1,2
Republic of Ireland,Georgia,2019,1,0,1
Switzerland,Denmark,2019,3,3,6
Malta,Spain,2019,0,2,2
Norway,Sweden,2019,3,3,6
Romania,Faroe Islands,2019,4,1,5
Bosnia and Herzegovina,Greece,2019,2,2,4
Italy,Liechtenstein,2019,6,0,6
Armenia,Finland,2019,0,2,2
Botswana,Seychelles,2019,2,0,2
Eswatini,Malawi,2019,0,0,0
Malawi,Eswatini,2019,1,1,2
Seychelles,Botswana,2019,1,3,4
Eswatini,Mauritius,2019,2,2,4
Mozambique,Namibia,2019,1,2,3
Malawi,Seychelles,2019,3,0,3
Eswatini,Comoros,2019,2,2,4
Seychelles,Mozambique,2019,0,0,0
Namibia,Malawi,2019,1,2,3
Laos,Sri Lanka,2019,2,1,3
Comoros,Mauritius,2019,2,1,3
Mozambique,Malawi,2019,1,1,2
Namibia,Seychelles,2019,3,0,3
Turkey,Greece,2019,2,1,3
Laos,Sri Lanka,2019,2,2,4
Lesotho,Uganda,2019,0,0,0
Zimbabwe,Comoros,2019,2,0,2
Venezuela,Ecuador,2019,1,1,2
South Africa,Botswana,2019,2,2,4
Zambia,Malawi,2019,2,2,4
El Salvador,Haiti,2019,1,0,1
France,Bolivia,2019,2,0,2
Luxembourg,Madagascar,2019,3,3,6
Malaysia,Nepal,2019,2,0,2
Turkey,Uzbekistan,2019,0,0,0
Colombia,Panama,2019,3,0,3
Vanuatu,Tahiti,2019,2,0,2
Comoros,Malawi,2019,1,2,3
South Africa,Uganda,2019,1,1,2
Lesotho,Botswana,2019,1,2,3
Zimbabwe,Zambia,2019,0,0,0
Brazil,Qatar,2019,2,0,2
Japan,Trinidad and Tobago,2019,0,0,0
Mexico,Venezuela,2019,3,1,4
Paraguay,Honduras,2019,1,1,2
Peru,Costa Rica,2019,1,0,1
USA,Jamaica,2019,0,1,1
Portugal,Switzerland,2019,3,1,4
Bermuda,Guyana,2019,1,0,1
Chile,Haiti,2019,2,1,3
Chinese Taipei,Nepal,2019,1,1,2
IR Iran,Syria,2019,5,0,5
Slovakia,Jordan,2019,5,1,6
Tajikistan,Afghanistan,2019,1,1,2
England,Netherlands,2019,1,3,4
Bhutan,Guam,2019,1,0,1
Cambodia,Pakistan,2019,2,0,2
Laos,Bangladesh,2019,0,1,1
Macau,Sri Lanka,2019,1,0,1
Mongolia,Brunei Darussalam,2019,2,0,2
Czech Republic,Bulgaria,2019,2,1,3
Montenegro,Kosovo,2019,1,1,2
Lithuania,Luxembourg,2019,1,1,2
Ukraine,Serbia,2019,5,0,5
Georgia,Gibraltar,2019,3,0,3
Denmark,Republic of Ireland,2019,1,1,2
Faroe Islands,Spain,2019,1,4,5
Norway,Romania,2019,2,2,4
Sweden,Malta,2019,3,0,3
Austria,Slovenia,2019,1,0,1
North Macedonia,Poland,2019,0,1,1
Latvia,Israel,2019,0,3,3
Lesotho,Zimbabwe,2019,2,2,4
South Africa,Malawi,2019,0,0,0
Argentina,Nicaragua,2019,5,1,6
China PR,Philippines,2019,2,0,2
Fiji,Tahiti,2019,1,1,2
Côte d'Ivoire,Comoros,2019,3,1,4
Kenya,Madagascar,2019,1,0,1
Korea Republic,Australia,2019,1,0,1
Tunisia,Iraq,2019,2,0,2
Uruguay,Panama,2019,3,0,3
Uzbekistan,Korea DPR,2019,4,0,4
Malaysia,Timor-Leste,2019,7,1,8
Estonia,Northern Ireland,2019,1,2,3
Belarus,Germany,2019,0,2,2
Croatia,Wales,2019,2,1,3
Azerbaijan,Hungary,2019,1,3,4
Iceland,Albania,2019,1,0,1
Moldova,Andorra,2019,1,0,1
Turkey,France,2019,2,0,2
Russia,San Marino,2019,9,0,9
Scotland,Cyprus,2019,2,1,3
Belgium,Kazakhstan,2019,3,0,3
Finland,Bosnia and Herzegovina,2019,2,0,2
Armenia,Liechtenstein,2019,3,0,3
Greece,Italy,2019,0,3,3
Botswana,Zambia,2019,0,1,1
Angola,Guinea-Bissau,2019,2,0,2
Nigeria,Zimbabwe,2019,0,0,0
Singapore,Solomon Islands,2019,4,3,7
Brazil,Honduras,2019,7,0,7
Cameroon,Zambia,2019,2,1,3
Congo DR,Burkina Faso,2019,0,0,0
Japan,El Salvador,2019,2,0,2
Mexico,Ecuador,2019,3,2,5
Paraguay,Guatemala,2019,2,0,2
Peru,Colombia,2019,0,3,3
Turkmenistan,Uganda,2019,0,0,0
USA,Venezuela,2019,0,3,3
Switzerland,England,2019,0,0,0
Portugal,Netherlands,2019,1,0,1
Czech Republic,Montenegro,2019,3,0,3
Bulgaria,Kosovo,2019,2,3,5
Serbia,Lithuania,2019,4,1,5
Ukraine,Luxembourg,2019,1,0,1
Republic of Ireland,Gibraltar,2019,2,0,2
Denmark,Georgia,2019,5,1,6
Faroe Islands,Norway,2019,0,2,2
Malta,Romania,2019,0,4,4
Spain,Sweden,2019,3,0,3
North Macedonia,Austria,2019,1,4,5
Poland,Israel,2019,4,0,4
Latvia,Slovenia,2019,0,5,5
Vanuatu,Fiji,2019,0,0,0
Germany,Estonia,2019,8,0,8
Belarus,Northern Ireland,2019,0,1,1
Azerbaijan,Slovakia,2019,1,5,6
Hungary,Wales,2019,1,0,1
Iceland,Turkey,2019,2,1,3
Albania,Moldova,2019,2,0,2
Andorra,France,2019,0,4,4
Kazakhstan,San Marino,2019,4,0,4
Belgium,Scotland,2019,3,0,3
Russia,Cyprus,2019,1,0,1
Italy,Bosnia and Herzegovina,2019,2,1,3
Liechtenstein,Finland,2019,0,2,2
Greece,Armenia,2019,2,3,5
Algeria,Burundi,2019,1,1,2
Benin,Guinea,2019,1,0,1
China PR,Tajikistan,2019,1,0,1
Croatia,Tunisia,2019,1,2,3
Hong Kong,Chinese Taipei,2019,0,2,2
Jordan,Indonesia,2019,4,1,5
Korea Republic,IR Iran,2019,1,1,2
Kyrgyz Republic,Palestine,2019,2,2,4
Singapore,Myanmar,2019,1,2,3
Uzbekistan,Syria,2019,2,0,2
Bangladesh,Laos,2020,0,0,0
Brunei Darussalam,Mongolia,2020,2,1,3
Guam,Bhutan,2020,5,0,5
Pakistan,Cambodia,2020,1,2,3
Sri Lanka,Macau,2020,3,0,3
Malaysia,Timor-Leste,2020,5,1,6
Morocco,Gambia,2020,0,1,1
Egypt,Tanzania,2020,1,0,1
Cameroon,Mali,2020,1,1,2
Madagascar,Mauritania,2020,1,3,4
Brazil,Bolivia,2020,3,0,3
Venezuela,Peru,2020,0,0,0
Argentina,Colombia,2020,0,2,2
Mexico,Cuba,2020,7,0,7
Ghana,South Africa,2020,0,0,0
Indonesia,Vanuatu,2020,6,0,6
Côte d'Ivoire,Uganda,2020,0,1,1
Kenya,Congo DR,2020,1,1,2
Tanzania,Zimbabwe,2020,1,1,2
Paraguay,Qatar,2020,2,2,4
Uruguay,Ecuador,2020,4,0,4
Haiti,Bermuda,2020,2,1,3
Costa Rica,Nicaragua,2020,4,0,4
Algeria,Mali,2020,3,2,5
Egypt,Guinea,2020,3,1,4
Morocco,Zambia,2020,2,3,5
Senegal,Nigeria,2020,1,0,1
Japan,Chile,2020,0,4,4
Curaçao,El Salvador,2020,0,1,1
Jamaica,Honduras,2020,3,2,5
Tunisia,Burundi,2020,2,1,3
Bolivia,Peru,2020,1,3,4
Brazil,Venezuela,2020,0,0,0
Panama,Trinidad and Tobago,2020,2,0,2
USA,Guyana,2020,4,0,4
Benin,Mauritania,2020,3,1,4
Colombia,Qatar,2020,1,0,1
Argentina,Paraguay,2020,1,1,2
Mexico,Canada,2020,3,1,4
Côte d'Ivoire,Zambia,2020,4,1,5
Uruguay,Japan,2020,2,2,4
Nicaragua,Haiti,2020,0,2,2
Costa Rica,Bermuda,2020,2,1,3
Egypt,Zimbabwe,2020,1,0,1
Ecuador,Chile,2020,1,2,3
El Salvador,Jamaica,2020,0,0,0
Honduras,Curaçao,2020,0,1,1
Congo DR,Uganda,2020,0,2,2
Nigeria,Burundi,2020,1,0,1
Guinea,Madagascar,2020,2,2,4
Bolivia,Venezuela,2020,1,3,4
Guyana,Panama,2020,2,4,6
USA,Trinidad and Tobago,2020,6,0,6
Brazil,Peru,2020,5,0,5
Senegal,Tanzania,2020,2,0,2
Algeria,Kenya,2020,2,0,2
Morocco,Namibia,2020,1,0,1
Colombia,Paraguay,2020,1,0,1
Qatar,Argentina,2020,0,2,2
Canada,Cuba,2020,7,0,7
Côte d'Ivoire,South Africa,2020,1,0,1
Tunisia,Angola,2020,1,1,2
Mali,Mauritania,2020,4,1,5
Chile,Uruguay,2020,0,1,1
Ecuador,Japan,2020,1,1,2
Bermuda,Nicaragua,2020,2,0,2
Haiti,Costa Rica,2020,2,1,3
Cameroon,Guinea-Bissau,2020,2,0,2
Ghana,Benin,2020,2,2,4
Jamaica,Curaçao,2020,1,1,2
Honduras,El Salvador,2020,4,0,4
Uganda,Zimbabwe,2020,1,1,2
Egypt,Congo DR,2020,2,0,2
Nigeria,Guinea,2020,1,0,1
Trinidad and Tobago,Guyana,2020,1,1,2
USA,Panama,2020,1,0,1
Madagascar,Burundi,2020,1,0,1
Senegal,Algeria,2020,0,1,1
Kenya,Tanzania,2020,3,2,5
Brazil,Paraguay,2020,0,0,0
Morocco,Côte d'Ivoire,2020,1,0,1
South Africa,Namibia,2020,1,0,1
Tunisia,Mali,2020,1,1,2
Colombia,Chile,2020,0,0,0
Venezuela,Argentina,2020,0,2,2
Mauritania,Angola,2020,0,0,0
Cameroon,Ghana,2020,0,0,0
Benin,Guinea-Bissau,2020,0,0,0
Uruguay,Peru,2020,0,0,0
Haiti,Canada,2020,3,2,5
Mexico,Costa Rica,2020,1,1,2
Egypt,Uganda,2020,2,0,2
Zimbabwe,Congo DR,2020,0,4,4
Burundi,Guinea,2020,0,2,2
Madagascar,Nigeria,2020,2,0,2
Jamaica,Panama,2020,1,0,1
USA,Curaçao,2020,1,0,1
Kenya,Senegal,2020,0,3,3
Tanzania,Algeria,2020,0,3,3
Namibia,Côte d'Ivoire,2020,1,4,5
South Africa,Morocco,2020,0,1,1
Angola,Mali,2020,0,1,1
Mauritania,Tunisia,2020,0,0,0
Benin,Cameroon,2020,0,0,0
Guinea-Bissau,Ghana,2020,0,2,2
Brazil,Argentina,2020,2,0,2
Haiti,Mexico,2020,0,1,1
Chile,Peru,2020,0,3,3
USA,Jamaica,2020,3,1,4
Morocco,Benin,2020,1,1,2
Uganda,Senegal,2020,0,1,1
Egypt,South Africa,2020,0,1,1
Nigeria,Cameroon,2020,3,2,5
Argentina,Chile,2020,2,1,3
Algeria,Guinea,2020,3,0,3
Madagascar,Congo DR,2020,2,2,4
Brazil,Peru,2020,3,1,4
USA,Mexico,2020,0,1,1
India,Tajikistan,2020,2,4,6
Ghana,Tunisia,2020,1,1,2
Mali,Côte d'Ivoire,2020,0,1,1
Samoa,Papua New Guinea,2020,0,6,6
American Samoa,New Caledonia,2020,0,5,5
Tahiti,Fiji,2020,1,2,3
Syria,Korea DPR,2020,5,2,7
Nigeria,South Africa,2020,2,1,3
Senegal,Benin,2020,1,0,1
Papua New Guinea,Vanuatu,2020,2,0,2
American Samoa,Fiji,2020,0,9,9
Solomon Islands,New Caledonia,2020,0,2,2
Tajikistan,Syria,2020,2,0,2
Côte d'Ivoire,Algeria,2020,1,1,2
Madagascar,Tunisia,2020,0,3,3
Samoa,Tonga,2020,2,0,2
Solomon Islands,Tahiti,2020,0,3,3
New Caledonia,Fiji,2020,1,0,1
India,Korea DPR,2020,2,5,7
Algeria,Nigeria,2020,2,1,3
Senegal,Tunisia,2020,1,0,1
Tonga,Vanuatu,2020,0,14,14
Solomon Islands,American Samoa,2020,13,0,13
Tahiti,New Caledonia,2020,0,3,3
Korea DPR,Tajikistan,2020,1,0,1
India,Syria,2020,1,1,2
Tunisia,Nigeria,2020,0,1,1
Papua New Guinea,Tonga,2020,8,0,8
Samoa,Vanuatu,2020,0,11,11
American Samoa,Tahiti,2020,8,1,9
Fiji,Solomon Islands,2020,4,4,8
Senegal,Algeria,2020,0,1,1
Tajikistan,Korea DPR,2020,0,1,1
Papua New Guinea,Fiji,2020,1,1,2
Equatorial Guinea,Liberia,2020,1,1,2
Djibouti,Ethiopia,2020,0,1,1
Botswana,Zambia,2020,0,0,0
Comoros,Namibia,2020,0,2,2
Burundi,South Sudan,2020,2,0,2
Somalia,Uganda,2020,1,3,4
Cabo Verde,Mauritania,2020,0,0,0
Guinea-Bissau,Mali,2020,0,4,4
Chad,Equatorial Guinea,2020,3,3,6
Tanzania,Kenya,2020,0,0,0
Lesotho,South Africa,2020,3,2,5
Madagascar,Mozambique,2020,1,0,1
Eswatini,Angola,2020,1,1,2
Liberia,Senegal,2020,1,0,1
Benin,Togo,2020,0,0,0
Mauritius,Zimbabwe,2020,0,4,4
Uganda,Somalia,2020,4,1,5
Angola,Eswatini,2020,1,1,2
Zambia,Botswana,2020,3,2,5
Mauritania,Cabo Verde,2020,2,1,3
Senegal,Liberia,2020,3,0,3
Equatorial Guinea,Chad,2020,2,1,3
Ethiopia,Djibouti,2020,4,3,7
Kenya,Tanzania,2020,0,0,0
South Sudan,Burundi,2020,1,2,3
Mozambique,Madagascar,2020,3,2,5
Namibia,Comoros,2020,0,0,0
South Africa,Lesotho,2020,0,3,3
Zimbabwe,Mauritius,2020,3,1,4
Mali,Guinea-Bissau,2020,3,0,3
Togo,Benin,2020,1,0,1
St. Vincent and the Grenadines,Trinidad and Tobago,2020,1,0,1
Dominican Republic,Guatemala,2020,0,0,0
St. Kitts and Nevis,Antigua and Barbuda,2020,4,3,7
Belize,St. Vincent and the Grenadines,2020,1,1,2
Chinese Taipei,Guam,2020,3,0,3
United Arab Emirates,Dominican Republic,2020,4,0,4
Belize,St. Vincent and the Grenadines,2020,1,0,1
China PR,Myanmar,2020,4,1,5
Malaysia,Jordan,2020,0,1,1
United Arab Emirates,Sri Lanka,2020,5,1,6
Libya,Burkina Faso,2020,0,1,1
Burundi,Tanzania,2020,1,1,2
Djibouti,Eswatini,2020,2,1,3
Eritrea,Namibia,2020,1,2,3
Ethiopia,Lesotho,2020,0,0,0
Liberia,Sierra Leone,2020,3,1,4
Mauritius,Mozambique,2020,0,1,1
São Tomé and Príncipe,Guinea-Bissau,2020,0,1,1
South Sudan,Equatorial Guinea,2020,1,1,2
Argentina,Chile,2020,0,0,0
Honduras,Puerto Rico,2020,4,0,4
Korea Republic,Georgia,2020,2,2,4
Montenegro,Hungary,2020,2,1,3
Northern Ireland,Luxembourg,2020,1,0,1
Peru,Ecuador,2020,0,1,1
Saudi Arabia,Mali,2020,1,1,2
Republic of Ireland,Switzerland,2020,1,1,2
Gibraltar,Denmark,2020,0,6,6
Faroe Islands,Sweden,2020,0,4,4
Norway,Malta,2020,2,0,2
Romania,Spain,2020,1,2,3
Israel,North Macedonia,2020,1,1,2
Armenia,Italy,2020,1,3,4
Bosnia and Herzegovina,Liechtenstein,2020,5,0,5
Finland,Greece,2020,1,0,1
Japan,Paraguay,2020,2,0,2
Bermuda,Panama,2020,1,4,5
Grenada,St. Kitts and Nevis,2020,2,1,3
Dominica,Suriname,2020,1,2,3
US Virgin Islands,Cayman Islands,2020,0,2,2
Guatemala,Anguilla,2020,10,0,10
Guam,Maldives,2020,0,1,1
Philippines,Syria,2020,2,5,7
Chinese Taipei,Jordan,2020,1,2,3
Kuwait,Nepal,2020,7,0,7
Cambodia,Hong Kong,2020,1,1,2
Bahrain,Iraq,2020,1,1,2
Palestine,Uzbekistan,2020,2,0,2
Singapore,Yemen,2020,2,2,4
India,Oman,2020,1,2,3
Qatar,Afghanistan,2020,6,0,6
Mongolia,Myanmar,2020,1,0,1
Tajikistan,Kyrgyz Republic,2020,1,0,1
Thailand,Vietnam,2020,0,0,0
Indonesia,Malaysia,2020,2,3,5
Korea DPR,Lebanon,2020,2,0,2
Sri Lanka,Turkmenistan,2020,0,2,2
Chad,Sudan,2020,1,3,4
Seychelles,Rwanda,2020,0,3,3
Somalia,Zimbabwe,2020,1,0,1
Brazil,Colombia,2020,2,2,4
Costa Rica,Uruguay,2020,1,2,3
Côte d'Ivoire,Benin,2020,1,2,3
Morocco,Burkina Faso,2020,1,1,2
Tunisia,Mauritania,2020,1,0,1
USA,Mexico,2020,0,3,3
Estonia,Belarus,2020,1,2,3
Germany,Netherlands,2020,2,4,6
Wales,Azerbaijan,2020,2,1,3
Slovakia,Croatia,2020,0,4,4
Austria,Latvia,2020,6,0,6
Slovenia,Poland,2020,2,0,2
Cyprus,Kazakhstan,2020,1,1,2
Scotland,Russia,2020,1,2,3
San Marino,Belgium,2020,0,4,4
Aruba,Guyana,2020,0,1,1
Jamaica,Antigua and Barbuda,2020,6,0,6
Nicaragua,St. Vincent and the Grenadines,2020,1,1,2
Comoros,Togo,2020,1,1,2
Gambia,Angola,2020,0,1,1
Libya,Niger,2020,2,0,2
Kosovo,Czech Republic,2020,2,1,3
England,Bulgaria,2020,4,0,4
Lithuania,Ukraine,2020,0,3,3
Serbia,Portugal,2020,2,4,6
Iceland,Moldova,2020,3,0,3
France,Albania,2020,4,1,5
Turkey,Andorra,2020,1,0,1
Canada,Cuba,2020,6,0,6
Curaçao,Haiti,2020,1,0,1
Montserrat,Dominican Republic,2020,2,1,3
El Salvador,St. Lucia,2020,3,0,3
Botswana,Malawi,2020,0,0,0
Kenya,Uganda,2020,1,1,2
Switzerland,Gibraltar,2020,4,0,4
Georgia,Denmark,2020,0,0,0
Romania,Malta,2020,1,0,1
Spain,Faroe Islands,2020,4,0,4
Sweden,Norway,2020,1,1,2
Armenia,Bosnia and Herzegovina,2020,4,2,6
Finland,Italy,2020,1,2,3
Greece,Liechtenstein,2020,1,1,2
Panama,Bermuda,2020,0,2,2
Belize,Grenada,2020,1,2,3
St. Vincent and the Grenadines,Dominica,2020,1,0,1
Suriname,Nicaragua,2020,6,0,6
Cayman Islands,Barbados,2020,3,2,5
Equatorial Guinea,South Sudan,2020,1,0,1
Lesotho,Ethiopia,2020,1,1,2
Sierra Leone,Liberia,2020,1,0,1
Tanzania,Burundi,2020,1,1,2
Algeria,Benin,2020,1,0,1
Iraq,Uzbekistan,2020,0,0,0
Wales,Belarus,2020,1,0,1
Northern Ireland,Germany,2020,0,2,2
Estonia,Netherlands,2020,0,4,4
Azerbaijan,Croatia,2020,1,1,2
Hungary,Slovakia,2020,1,2,3
Poland,Austria,2020,0,0,0
Slovenia,Israel,2020,3,2,5
Latvia,North Macedonia,2020,0,2,2
Scotland,Belgium,2020,0,4,4
Russia,Kazakhstan,2020,1,0,1
San Marino,Cyprus,2020,0,4,4
Antigua and Barbuda,Aruba,2020,2,1,3
Guyana,Jamaica,2020,0,4,4
Argentina,Mexico,2020,4,0,4
Brazil,Peru,2020,0,1,1
Colombia,Venezuela,2020,0,0,0
Ecuador,Bolivia,2020,3,0,3
Honduras,Chile,2020,2,1,3
Côte d'Ivoire,Tunisia,2020,2,1,3
Jordan,Paraguay,2020,2,4,6
Morocco,Niger,2020,1,0,1
Oman,Lebanon,2020,1,0,1
Republic of Ireland,Bulgaria,2020,3,1,4
Ukraine,Nigeria,2020,2,2,4
USA,Uruguay,2020,1,1,2
England,Kosovo,2020,5,3,8
Montenegro,Czech Republic,2020,0,3,3
Luxembourg,Serbia,2020,1,3,4
Lithuania,Portugal,2020,1,5,6
Albania,Iceland,2020,4,2,6
France,Andorra,2020,3,0,3
Moldova,Turkey,2020,0,4,4
Cuba,Canada,2020,0,1,1
Haiti,Curaçao,2020,1,1,2
Montserrat,St. Lucia,2020,1,1,2
Dominican Republic,El Salvador,2020,1,0,1
Puerto Rico,Guatemala,2020,0,5,5
Guam,Philippines,2020,1,4,5
Maldives,China PR,2020,0,5,5
Kuwait,Australia,2020,0,3,3
Chinese Taipei,Nepal,2020,0,2,2
Cambodia,Bahrain,2020,0,1,1
Hong Kong,IR Iran,2020,0,2,2
Yemen,Saudi Arabia,2020,2,2,4
Singapore,Palestine,2020,2,1,3
Afghanistan,Bangladesh,2020,1,0,1
Qatar,India,2020,0,0,0
Mongolia,Tajikistan,2020,0,1,1
Myanmar,Japan,2020,0,2,2
Indonesia,Thailand,2020,0,3,3
Malaysia,United Arab Emirates,2020,1,2,3
Turkmenistan,Korea Republic,2020,0,2,2
Sri Lanka,Korea DPR,2020,0,1,1
Angola,Gambia,2020,2,1,3
Guinea-Bissau,São Tomé and Príncipe,2020,2,1,3
Malawi,Botswana,2020,1,0,1
Mozambique,Mauritius,2020,2,0,2
Namibia,Eritrea,2020,2,0,2
Rwanda,Seychelles,2020,7,0,7
Sudan,Chad,2020,0,0,0
Eswatini,Djibouti,2020,0,0,0
Togo,Comoros,2020,2,0,2
Zimbabwe,Somalia,2020,3,1,4
Congo DR,Rwanda,2020,2,3,5
Burundi,Uganda,2020,0,3,3
Algeria,Morocco,2020,0,0,0
Tunisia,Libya,2020,1,0,1
Mauritania,Mali,2020,0,0,0
Senegal,Guinea,2020,1,0,1
Central African Republic,Congo DR,2020,0,2,2
Equatorial Guinea,Congo,2020,2,2,4
Ethiopia,Rwanda,2020,0,1,1
Tanzania,Sudan,2020,0,1,1
Madagascar,Namibia,2020,1,0,1
Eswatini,Zambia,2020,0,1,1
Zimbabwe,Lesotho,2020,3,1,4
Ghana,Burkina Faso,2020,0,1,1
Niger,Côte d'Ivoire,2020,2,0,2
Togo,Nigeria,2020,4,1,5
Bangladesh,Bhutan,2020,4,1,5
Botswana,Liberia,2020,0,0,0
Mexico,Trinidad and Tobago,2020,2,0,2
Bangladesh,Bhutan,2020,2,0,2
Jordan,Singapore,2020,0,0,0
Malaysia,Sri Lanka,2020,6,0,6
Djibouti,Gambia,2020,1,1,2
Liberia,Chad,2020,1,0,1
Mauritius,São Tomé and Príncipe,2020,1,3,4
South Sudan,Seychelles,2020,2,1,3
Bahrain,Azerbaijan,2020,2,3,5
Germany,Argentina,2020,2,2,4
Belarus,Estonia,2020,0,0,0
Netherlands,Northern Ireland,2020,3,1,4
Croatia,Hungary,2020,3,0,3
Slovakia,Wales,2020,1,1,2
Austria,Israel,2020,3,1,4
North Macedonia,Slovenia,2020,2,1,3
Latvia,Poland,2020,0,3,3
Kazakhstan,Cyprus,2020,1,2,3
Belgium,San Marino,2020,9,0,9
Russia,Scotland,2020,4,0,4
Algeria,Congo DR,2020,1,1,2
Brazil,Senegal,2020,1,1,2
Cabo Verde,Togo,2020,2,1,3
Gabon,Burkina Faso,2020,1,0,1
Kosovo,Gibraltar,2020,1,0,1
Niger,Zambia,2020,1,1,2
Serbia,Paraguay,2020,1,0,1
Thailand,Congo,2020,1,1,2
Venezuela,Bolivia,2020,4,1,5
Trinidad and Tobago,Honduras,2020,0,2,2
Haiti,Costa Rica,2020,1,1,2
Belize,St. Kitts and Nevis,2020,0,4,4
British Virgin Islands,Bahamas,2020,0,4,4
Syria,Maldives,2020,2,1,3
China PR,Guam,2020,7,0,7
Jordan,Kuwait,2020,0,0,0
Australia,Nepal,2020,5,0,5
IR Iran,Cambodia,2020,14,0,14
Iraq,Hong Kong,2020,2,0,2
Uzbekistan,Yemen,2020,5,0,5
Saudi Arabia,Singapore,2020,3,0,3
Bangladesh,Qatar,2020,0,2,2
Oman,Afghanistan,2020,3,0,3
Japan,Mongolia,2020,6,0,6
Kyrgyz Republic,Myanmar,2020,7,0,7
United Arab Emirates,Indonesia,2020,5,0,5
Vietnam,Malaysia,2020,1,0,1
Lebanon,Turkmenistan,2020,2,1,3
Korea Republic,Sri Lanka,2020,8,0,8
Czech Republic,England,2020,2,1,3
Montenegro,Bulgaria,2020,0,0,0
